user_id,isbn,rating
11676.0,0002005018,7.192953715129781
116866.0,0002005018,7.758942598897351
152827.0,0060973129,7.597793747861875
157969.0,0374157065,7.627500800692697
67958.0,0399135782,7.826914170303981
213191.0,0399135782,6.556416953021467
245827.0,0399135782,5.681218049468187
11676.0,0671870432,6.607892999000121
263256.0,1558746218,7.119905374022389
226745.0,1881320189,7.004435525325866
7352.0,0440234743,6.272711034509298
12923.0,0440234743,6.7478320121191455
13552.0,0440234743,7.6411061987207844
21264.0,0440234743,6.174575453657766
31299.0,0440234743,7.741042505307813
64535.0,0440234743,6.003698413092123
70666.0,0440234743,6.936592830830737
75819.0,0440234743,7.3340979691003065
79740.0,0440234743,5.0204462257937745
85534.0,0440234743,7.426492217614177
100393.0,0440234743,4.434107634047356
108143.0,0440234743,7.432863024979571
116127.0,0440234743,6.305603351909989
122251.0,0440234743,6.089360804092463
128463.0,0440234743,6.724515502183076
131703.0,0440234743,7.157919255597846
132144.0,0440234743,6.3998648023187865
134863.0,0440234743,6.2841749777860265
136707.0,0440234743,7.505888336352987
143939.0,0440234743,7.300593963312334
144062.0,0440234743,8.100484177498544
150400.0,0440234743,6.413093588840049
154730.0,0440234743,5.2957821471387225
165884.0,0440234743,5.3574925331777745
187533.0,0440234743,7.539970917297755
187944.0,0440234743,7.196021436117791
217516.0,0440234743,6.403605567199243
227392.0,0440234743,6.433444590454911
240567.0,0440234743,6.306288796858505
245616.0,0440234743,4.692911220294915
250101.0,0440234743,8.523524227522316
258884.0,0440234743,6.579332173010161
259223.0,0440234743,7.226167920131683
273979.0,0440234743,6.721433883014524
6242.0,0452264464,5.049938841245982
8570.0,0452264464,6.816488873484971
11104.0,0452264464,6.999651148763427
11676.0,0452264464,7.059565807713409
36197.0,0452264464,7.0532806810800865
36907.0,0452264464,8.026027097983032
80837.0,0452264464,6.96406643380657
102359.0,0452264464,8.258005492305495
144803.0,0452264464,7.304798590995707
165319.0,0452264464,5.961730022212752
174633.0,0452264464,7.85181542520981
221232.0,0452264464,7.794244270559643
252627.0,0452264464,8.10757143891372
271135.0,0452264464,6.574681750709197
271144.0,0452264464,5.70213851769522
11676.0,0609804618,7.254772469972763
79089.0,0609804618,7.043638168244192
271622.0,0609804618,7.4638287151806395
141518.0,1841721522,7.5151067577409005
157118.0,1841721522,7.936988917568929
14.0,0689821166,5.151501585478194
4784.0,0971880107,3.0799249683385166
8453.0,0971880107,3.347704764188708
11554.0,0971880107,2.651301631252693
12264.0,0971880107,3.0397888421887744
13088.0,0971880107,4.833790988228789
13221.0,0971880107,3.98845815835689
14049.0,0971880107,2.923816845525618
14461.0,0971880107,3.4537349439088523
20147.0,0971880107,3.0377155000071445
21404.0,0971880107,2.474162399901328
24664.0,0971880107,2.839486825407528
28091.0,0971880107,2.4426713940582836
28735.0,0971880107,3.2776525136070633
32329.0,0971880107,3.5948520690177306
33535.0,0971880107,2.9187949388380554
37538.0,0971880107,3.859296502116867
40841.0,0971880107,3.727407640184845
41596.0,0971880107,2.305359911129072
45666.0,0971880107,2.818249607550386
46398.0,0971880107,2.213321855175361
49954.0,0971880107,4.318910000757636
51803.0,0971880107,2.0931906475066966
55894.0,0971880107,3.384816835704107
59994.0,0971880107,3.5101728853967042
60633.0,0971880107,3.6340763920508365
61028.0,0971880107,3.6068202266292415
64819.0,0971880107,3.2629246727228702
65145.0,0971880107,3.298120711719842
65370.0,0971880107,1.9811137175928677
67636.0,0971880107,3.125671547576979
67704.0,0971880107,3.11447604037502
69378.0,0971880107,2.6640226536797984
70153.0,0971880107,2.9328907210281585
71162.0,0971880107,3.556520286271316
71464.0,0971880107,2.866654392654551
72030.0,0971880107,3.7497513773673044
74910.0,0971880107,3.09556354478666
79738.0,0971880107,2.8754264237332445
83469.0,0971880107,3.4179505174841003
84682.0,0971880107,3.1912638432291445
89867.0,0971880107,2.5958939357294737
91254.0,0971880107,2.702521368686473
92727.0,0971880107,2.7380885100623393
98655.0,0971880107,2.7696980969661995
104268.0,0971880107,3.5138642436936207
111433.0,0971880107,2.5687948335875093
114434.0,0971880107,2.9482477693796927
121070.0,0971880107,3.3987612114420065
127619.0,0971880107,3.5084146091611506
128447.0,0971880107,2.607015161637187
130915.0,0971880107,4.526847373064471
133645.0,0971880107,3.1920570920600833
136139.0,0971880107,3.165650309390937
136237.0,0971880107,2.1676684575864673
141842.0,0971880107,5.137691563130419
142600.0,0971880107,3.3961534296565716
144133.0,0971880107,2.63425643439112
148191.0,0971880107,2.839129456906
150657.0,0971880107,1.8051278317307586
157783.0,0971880107,2.6502366070767485
159720.0,0971880107,2.8209782350169252
160241.0,0971880107,4.045297553291987
161726.0,0971880107,2.532145584239948
171506.0,0971880107,2.923536467402169
172406.0,0971880107,3.4228947867017956
173190.0,0971880107,2.1824202623723283
173315.0,0971880107,3.532319254087187
174657.0,0971880107,4.138848856732521
175254.0,0971880107,2.4938800466065225
178072.0,0971880107,3.885321301905519
179791.0,0971880107,3.9678345599318297
180149.0,0971880107,3.0473393308865147
180447.0,0971880107,3.1524956215878963
180795.0,0971880107,3.2890723122123258
181316.0,0971880107,2.5333317659174224
190885.0,0971880107,2.5318318127714567
191214.0,0971880107,2.9978537748914142
197550.0,0971880107,5.815309293385409
198045.0,0971880107,2.9153736849457195
201521.0,0971880107,1.9972863697314853
204652.0,0971880107,2.070175799058752
208478.0,0971880107,2.732333219747396
209486.0,0971880107,3.30857095202837
210695.0,0971880107,3.125845777918931
216262.0,0971880107,3.420317943954628
216397.0,0971880107,3.100276627031908
219132.0,0971880107,2.709603678091276
219949.0,0971880107,3.629206828178506
225832.0,0971880107,2.4951690366757306
230436.0,0971880107,4.104422887078073
233451.0,0971880107,3.392772964658813
233857.0,0971880107,3.3521328813468187
233871.0,0971880107,2.687288043325858
234784.0,0971880107,4.203385292765275
234925.0,0971880107,3.130926734541336
235506.0,0971880107,4.020095130202606
235698.0,0971880107,4.1101340368950225
237283.0,0971880107,3.539884217671206
239847.0,0971880107,3.5441370874643487
240541.0,0971880107,2.6278356814029262
242639.0,0971880107,4.631837298461678
245829.0,0971880107,2.5007863851645435
246344.0,0971880107,3.305492490237355
248566.0,0971880107,2.8599002994105343
249827.0,0971880107,2.4547976106227525
254589.0,0971880107,2.680848850463283
258675.0,0971880107,3.1344650518595145
260897.0,0971880107,2.1878009523905395
261015.0,0971880107,3.4982572435868757
263078.0,0971880107,3.5624050089239754
263979.0,0971880107,3.6329171994138627
264415.0,0971880107,3.7787573872075346
267881.0,0971880107,4.374937244825821
269607.0,0971880107,3.411730401581093
269852.0,0971880107,2.7322673090133525
271364.0,0971880107,2.5193982918899573
22463.0,0345402871,6.866109722262557
28731.0,0345402871,7.040722451811256
35945.0,0345402871,7.000595650700847
37511.0,0345402871,7.592180530202392
41084.0,0345402871,7.498630329841212
55892.0,0345402871,7.323403619217944
67244.0,0345402871,7.620098166064505
86680.0,0345402871,6.1443848948094
107244.0,0345402871,8.856883836150717
170154.0,0345402871,6.362496270950339
204591.0,0345402871,6.101177201327955
234162.0,0345402871,6.691612820653539
234672.0,0345402871,7.519297290037249
236235.0,0345402871,8.370454147628323
267377.0,0345402871,6.862272311499714
275195.0,0345402871,7.714621930455815
1848.0,0345417623,8.309704729394285
10470.0,0345417623,7.350746738026602
16551.0,0345417623,6.4334363636052725
19085.0,0345417623,7.967492024196561
30594.0,0345417623,6.960819041642506
32188.0,0345417623,7.458322979360842
58351.0,0345417623,7.3164307079559965
61935.0,0345417623,7.180484600545146
67236.0,0345417623,7.729607629249557
80538.0,0345417623,7.558911867583353
103176.0,0345417623,7.422995262489753
105925.0,0345417623,7.439555129278446
106007.0,0345417623,7.744867486250386
110700.0,0345417623,8.219762519685126
115435.0,0345417623,8.062861266916547
119205.0,0345417623,6.755995648217935
132392.0,0345417623,7.113179070646334
133462.0,0345417623,6.5980031601913485
135149.0,0345417623,7.273279160688609
152015.0,0345417623,7.193509724064382
161385.0,0345417623,7.130568065176106
165253.0,0345417623,6.330231562723714
179843.0,0345417623,7.054793661911885
185006.0,0345417623,7.528900142664023
